,COMUNAS,BARRIOS,LUGAR_DEL_HECHO,N_VICTIMAS,pos x,pos y
175,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,3,-58.35881506,-34.61113641
176,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,2,-58.51452347,-34.58159762
177,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,2,-58.51452347,-34.58159762
178,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,AV. INDEPENDENCIA Y VIRREY CEVALLOS,1,-58.38896772,-34.61799615
179,7,FLORES - PARQUE CHACABUCO,AV. CASTAÑARES Y LAUTARO,1,-58.44516857,-34.64363363
180,13,BELGRANO - COLEGIALES - NUÃ‘EZ,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,1,-58.43834197,-34.54560369
181,7,FLORES - PARQUE CHACABUCO,BALDOMERO FERNANDEZ MORENO 2186,1,-58.45485084,-34.63531854
182,14,PALERMO,AV. LEOPOLDO LUGONES PKM 6900,1,,
183,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,NOGOYA 5940,1,-58.52449285,-34.62454175
184,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,AV. ARGENTINA Y AV. CORVALAN,1,-58.46713742,-34.6719879
185,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,AV. FERNANDEZ DE LA CRUZ Y VARELA,1,-58.43850413,-34.65554754
186,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,2,,
187,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,2,,
188,7,FLORES - PARQUE CHACABUCO,AU DELLEPIANE 2400,1,,
189,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,AV. GRAL. PAZ Y GOLETA JULIA,1,-58.49413799,-34.68095739
190,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,VIEYTES Y VILLARINO,1,-58.37547846,-34.65326075
191,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,1,-58.48680218,-34.58689719
192,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,AV. DE LOS CONSTITUYENTES 4900,1,-58.49563989,-34.57962262
193,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,AV. CORDOBA Y LIBERTAD,1,-58.38403232,-34.5991594
194,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,BRASIL Y LIMA,1,-58.38223382,-34.62693865
195,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,1,-58.45966521,-34.67323292
196,2,RECOLETA,PARAGUAY Y AV. CALLAO ,1,-58.39303911,-34.59871111
197,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,AV. JUAN B JUSTO Y SAN BLAS,1,-58.51262106,-34.63395999
198,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,CHILE Y AV. 9 DE JULIO,1,-58.38118367,-34.61646839
199,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,MAIPU Y PERON,1,-58.37653284,-34.60582475
200,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,AV. SUAREZ Y HERRERA,1,-58.37709334,-34.64035082
201,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,AV. SAN MARTIN Y FRAGATA SARMIENTO,1,-58.46002142,-34.60409469
202,6,CABALLITO,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,1,-58.4338197,-34.62801894
203,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,AV. TTE. FRANCISCO RABANAL 2950,1,-58.43580656,-34.66437532
204,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,AV. GRAL. PAZ Y ULRICO SCHMIDL,1,-58.52173071,-34.65997463
205,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,NUEVA YORK  3696,1,-58.50791763,-34.59804273
206,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,AV. DE LOS CONSTITUYENTES Y VALLEJOS,1,-58.49175088,-34.58226957
207,3,BALVANERA - SAN CRISTOBAL,AV. CORRIENTES Y ECUADOR,1,-58.40781467,-34.60425669
208,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,CASCO 133,1,-58.52567073,-34.63787791
209,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,AV. DE MAYO Y AV. 9 DE JULIO,1,-58.381542,-34.60906385
210,2,RECOLETA,AV. RAMON CASTILLO Y CALLE 12,1,-58.38526125,-34.5780581
211,14,PALERMO,FRAY JUSTO SANTAMARIA DE ORO 1930,1,-58.42934104,-34.58451712
212,3,BALVANERA - SAN CRISTOBAL,MEXICO Y DEAN FUNES,1,-58.40657493,-34.61781124
213,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,AV. JUAN B ALBERDI Y AV. ESCALADA,1,-58.49525314,-34.64487785
214,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,AV. ENTRE RIOS Y AV. BRASIL,1,-58.39092851,-34.62932696
215,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,1,-58.49603546,-34.64564271
216,2,RECOLETA,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,1,-58.38502878,-34.58703485
217,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,TACUARI Y AV. MARTIN GARCIA,1,-58.37261143,-34.63150425
218,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,AV. RIVADAVIA Y MURGUIONDO,1,-58.51876802,-34.63905965
219,3,BALVANERA - SAN CRISTOBAL,24 DE NOVIEMBRE 390,1,-58.41095567,-34.61516101
220,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,AV. PASEO COLON Y BRASIL,1,-58.36797542,-34.62519403
221,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,MARTINIANO LEGUIZAMON 901,1,-58.51514709,-34.64787051
222,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,1,-58.51925642,-34.59171721
223,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,SUPERI Y AV. GRAL. PAZ,1,-58.48671535,-34.54321216
224,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),1,-58.38268809,-34.62282019
225,13,BELGRANO - COLEGIALES - NUÃ‘EZ,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",1,-58.43633522,-34.54966288
226,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,VICTOR HUGO 2639,1,-58.52640838,-34.61765855
227,14,PALERMO,AV. CORDOBA Y JERONIMO SALGUERO,1,-58.41894306,-34.59778875
228,13,BELGRANO - COLEGIALES - NUÃ‘EZ,AV. CABILDO Y NUÑEZ,1,-58.46756026,-34.54972741
229,7,FLORES - PARQUE CHACABUCO,JOSE BONIFACIO 2114,1,-58.45715752,-34.63132912
230,14,PALERMO,AV. PTE FIGUEROA ALCORTA 5400,1,-58.42406784,-34.56213916
231,3,BALVANERA - SAN CRISTOBAL,VENEZUELA 2135,1,-58.3967447,-34.61512051
232,13,BELGRANO - COLEGIALES - NUÃ‘EZ,AV. FCO. LACROZE Y ZAPATA,1,-58.44537508,-34.57084818
233,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,IRIARTE Y ZAVALETA,1,-58.40056767,-34.6510708
234,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,AV. 9 DE JULIO Y ESTADOS UNIDOS,1,-58.38109568,-34.61853244
235,14,PALERMO,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,1,-58.42533612,-34.58035258
236,13,BELGRANO - COLEGIALES - NUÃ‘EZ,AV. DEL LIBERTADOR Y JARAMILLO,1,-58.46062311,-34.54395182
237,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,AV. GRAL. PAZ Y MACHAIN,2,-58.49491054,-34.54795581
238,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,AV. GRAL. PAZ Y MACHAIN,2,-58.49491054,-34.54795581
239,7,FLORES - PARQUE CHACABUCO,AV. DIRECTORIO Y PORTELA,1,-58.47130269,-34.63665402
240,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,LAVALLE Y AV. LEANDRO N ALEM,1,-58.370488,-34.60189492
241,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,USPALLATA Y PIROVANO,1,-58.42023854,-34.6423411
242,7,FLORES - PARQUE CHACABUCO,AU 25 DE MAYO Y AV. VARELA,2,-58.45807401,-34.6399743
243,7,FLORES - PARQUE CHACABUCO,AU 25 DE MAYO Y AV. VARELA,2,-58.45807401,-34.6399743
244,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,AV. SANTA FE Y MAIPU,1,-58.37697717,-34.59573848
245,2,RECOLETA,AV. ALVEAR Y AV. DEL LIBERTADOR,1,-58.3910058,-34.5849866
246,5,ALMAGRO - BOEDO,AV. PAVON Y TREINTA Y TRES ORIENTALES,1,-58.42182126,-34.63089661
247,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,COLECTORA AV. GRAL. PAZ 5750,1,-58.51389422,-34.58075791
248,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,VIEYTES Y CRUZ,1,-58.37585415,-34.65232158
249,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,AU DELLEPIANE Y AV. ESCALADA,1,-58.47297505,-34.66245085
250,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,ALBARIÑO Y AV. ARGENTINA,1,-58.46855503,-34.67216349
251,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,JUAN RAMIREZ DE VELAZCO 1211,1,-58.44254033,-34.59185043
252,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,AV. FERNANDEZ DE LA CRUZ Y LARRAYA,1,-58.46622247,-34.67926929
253,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,AV. RIESTRA Y CAÑADA DE GOMEZ,2,-58.48003734,-34.68148508
254,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,AV. RIESTRA Y CAÑADA DE GOMEZ,2,-58.48003734,-34.68148508
255,2,RECOLETA,GALLO Y AV. CORDOBA,1,-58.41192137,-34.59800248
256,6,CABALLITO,DR. JUAN F. ARANGUREN 611,1,-58.44034689,-34.61349731
257,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,AU PERITO MORENO Y AU 25 DE MAYO,1,-58.47155277,-34.64925746
258,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,CHORROARIN Y AV. SAN MARTIN,1,-58.47883099,-34.59967065
259,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,COSQUIN Y AV. CNEL. ROCA,1,-58.46552171,-34.6937413
260,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,AV. CNEL. ROCA 3555,1,-58.4423972,-34.66777987
261,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,AV. WARNES Y PUNTA ARENAS,1,-58.47032551,-34.59626814
262,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,DEL BARCO CENTENERA Y RABANAL,1,-58.41827843,-34.65522746
263,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,AV. GRAL. ENRIQUE MOSCONI Y SAN NICOLAS,1,-58.51280715,-34.59279388
264,7,FLORES - PARQUE CHACABUCO,AV. LAFUENTE Y AV. EVA PERON,1,-58.46258582,-34.64385704
265,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,AV. CNEL. ROCA Y AV. ESCALADA,1,-58.45064148,-34.68003614
266,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,AU ARTURO FRONDIZI PKM 3100,1,,
267,6,CABALLITO,AV. LA PLATA Y AV. PEDRO GOYENA,1,-58.42717783,-34.62513374
268,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,TRELLES Y GRAL. CESAR DIAZ,1,-58.46442001,-34.60724519
269,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ,1,-58.47064556,-34.69843756
270,5,ALMAGRO - BOEDO,MAZA Y DON BOSCO,1,-58.41677733,-34.61223119
271,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,AV. GRAL. PAZ Y AV. EVA PERON,1,-58.5025179,-34.67450313
272,3,BALVANERA - SAN CRISTOBAL,AV. SAN JUAN Y LA RIOJA,1,-58.40708125,-34.62438894
273,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,AV. PASEO COLON Y MEXICO,1,-58.36947198,-34.61477051
274,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,AV. RIVADAVIA Y MIRALLA,1,-58.51140889,-34.63934531
275,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,VIEYTES Y LUJAN,1,-58.37460912,-34.65559133
276,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,CACHI Y TRAFUL,1,-58.41146277,-34.65073916
277,6,CABALLITO,ROSARIO Y AV. LA PLATA,2,-58.42855267,-34.61829385
278,6,CABALLITO,ROSARIO Y AV. LA PLATA,2,-58.42855267,-34.61829385
279,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,AV. ENTRE RIOS Y AV. CASEROS ,1,-58.39035581,-34.63412287
280,7,FLORES - PARQUE CHACABUCO,AV. RIVADAVIA 6350,1,-58.45593915,-34.62656868
281,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,AV. GRAL. PAZ Y HUMAITA,1,-58.52866211,-34.64597065
282,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,GUALEGUAYCHU Y COLECTORA AV. GRAL PAZ,1,-58.52037476,-34.59407024
283,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,AV. INDEPENDENCIA Y VIRREY CEVALLOS,1,-58.38896772,-34.61799615
284,7,FLORES - PARQUE CHACABUCO,AV. NAZCA 365,1,-58.47074114,-34.62771756
285,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,AV. EVA PERON 5249,1,-58.48200819,-34.65969965
286,3,BALVANERA - SAN CRISTOBAL,San Juan Av. Y Rincón,1,-58.39536773,-34.62297346
287,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Peru 937,1,-58.37456088,-34.61895467
288,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,"Pueyrredon, Honorio, Dr. Av. y Galicia",1,-58.44860217,-34.60395657
289,13,BELGRANO - COLEGIALES - NUÃ‘EZ,Del Libertador Av. y Manzanares,1,-58.46129513,-34.54332766
290,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Paseo Colon Av. 1019,1,-58.36907201,-34.61953517
291,6,CABALLITO,Valle y Barco Centenera Del,1,-58.44062219,-34.62499107
292,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,AU Perito Moreno  KM 0.6,1,-58.52502765,-34.63601265
293,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"Huergo, Ing. Av. e Independencia Av.",1,-58.36659655,-34.61687778
294,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"Pilcomayo y Brown, Alte. Av.",1,-58.36737389,-34.62763661
295,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,"Cervantes y Belaustegui, Luis, Dr.",1,-58.49807953,-34.63038658
296,2,RECOLETA,Callao y Vte. Lopez,1,-58.39092703,-34.59088447
297,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"Oliden y Chilavert, Martiniano, Coronel",1,-58.46912006,-34.68049201
298,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Congreso Av. y Galvan,1,-58.48661286,-34.56786129
299,7,FLORES - PARQUE CHACABUCO,"Moreno, Perito Av. y Rivera Indarte",1,-58.44074927,-34.65080597
300,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Australia Av. 2800,2,-58.38636298,-34.64684275
301,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Australia Av. 2800,2,-58.38636298,-34.64684275
302,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"Del Libertador Av. y Ramos Mejia, Jose Maria, Dr. Av.",1,-58.37533517,-34.59276462
303,7,FLORES - PARQUE CHACABUCO,San Pedrito Av. y Rivadavia Av.,1,-58.46963952,-34.63070603
304,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"Isabel La Catolica y Salvadores, Cnel.",1,-58.37207554,-34.64543658
305,2,RECOLETA,Las Heras General Av. y Callao Av.,1,-58.39189441,-34.59176378
306,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Fernandez de la Cruz Subida AU Héctor J. Cámpora,1,-58.45012957,-34.66518343
307,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,AMANCIO ALCORTA Y ZAVALETA,1,-58.40184094,-34.64546845
308,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"Montes De Oca, Manuel y Olavarria",1,-58.37441153,-34.63966783
309,6,CABALLITO,Barco Centenera Del y Rosario,1,-58.44110156,-34.62082399
310,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Alvarez Thomas Av. y Donado,1,-58.47087351,-34.57827342
311,7,FLORES - PARQUE CHACABUCO,Av. Avellaneda y Av. Boyacá,1,-58.4596221,-34.6224514
312,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"Rabanal, Francisco, Intendente Av. y Saenz Av.",2,-58.41657793,-34.65476216
313,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"Rabanal, Francisco, Intendente Av. y Saenz Av.",2,-58.41657793,-34.65476216
314,5,ALMAGRO - BOEDO,Castro y Rondeau,1,-58.41911301,-34.63722107
315,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"Bilbao, Francisco Av. y Azul",1,-58.47120586,-34.64251042
316,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Nazca Av. y Gaona Av.,1,-58.47418944,-34.62049672
317,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Plaza y Alvarez Thomas Av.,1,-58.46720441,-34.57905579
318,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,"Gaona Av. y Artigas, Jose Gervasio, Gral.",1,-58.46909362,-34.6177971
319,13,BELGRANO - COLEGIALES - NUÃ‘EZ,Cabildo Av. y Aguilar,1,-58.44704343,-34.5688864
320,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Camarones y Lope De Vega Av.,1,-58.50535541,-34.62902048
321,2,RECOLETA,Santa Fe Av. 2320,1,-58.40021675,-34.59522198
322,7,FLORES - PARQUE CHACABUCO,Av. Rivadavia 6950,1,-58.46325991,-34.62919627
323,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Av. San Martín y Argerich,1,-58.49471482,-34.59694755
324,2,RECOLETA,"Cordoba Av. y Uriburu Jose E., Pres.",1,-58.3987261,-34.59975962
325,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,AV. RIVADAVIA 1571,2,-58.38872177,-34.60885045
326,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,AV. RIVADAVIA 1571,2,-58.38872177,-34.60885045
327,14,PALERMO,AUTOPISTA LUGONES KM 4.7,1,,
328,13,BELGRANO - COLEGIALES - NUÃ‘EZ,Ramon Freire y Virrey Olaguer y Feliu,1,-58.45686132,-34.57305993
329,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"La Plata Av. y Fernandez De La Cruz, F., Gral. Av.",1,-58.42281627,-34.64282424
330,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,BRANDSEN y PERDRIEL,1,-58.38666024,-34.63953396
331,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,"Vilardebo, Teodoro y Alvarez Jonte Av.",1,-58.49122843,-34.61207587
332,3,BALVANERA - SAN CRISTOBAL,Alberti e Independencia Av.,1,-58.40098306,-34.61866627
333,13,BELGRANO - COLEGIALES - NUÃ‘EZ,Alvarez Thomas Av. 879,1,-58.45448963,-34.5791692
334,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Av. Gral. Paz y Av. Rivadavia,1,-58.52927982,-34.63931752
335,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Av. Corrientes y Av. Dorrego,1,-58.44759966,-34.5917024
336,7,FLORES - PARQUE CHACABUCO,Rivadavia Av. y Pedernera,1,-58.46411215,-34.62925068
337,13,BELGRANO - COLEGIALES - NUÃ‘EZ,Quesada 2300,1,-58.4621322,-34.55395823
338,13,BELGRANO - COLEGIALES - NUÃ‘EZ,Cabildo Av. y Juramento Av.,1,-58.45669422,-34.5620361
339,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"California y Carbonari, Francisco, Cmte.",1,-58.3597716,-34.64341878
340,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,"Carril, Salvador Maria Del Av. y Nazca",1,-58.49820145,-34.59070093
341,3,BALVANERA - SAN CRISTOBAL,San Luis y Aguero,1,-58.4105928,-34.5993918
342,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Lugones 2430,1,-58.47969138,-34.57121563
343,3,BALVANERA - SAN CRISTOBAL,Independencia Av. y Jujuy Av.,1,-58.40351561,-34.61883916
344,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,Av. Rivadavia 11050,1,-58.51973844,-34.63918987
345,3,BALVANERA - SAN CRISTOBAL,Combate De Los Pozos y Humberto 1°,1,-58.39311376,-34.62163006
346,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Cordoba Av. y Thames,1,-58.43531242,-34.59082159
347,5,ALMAGRO - BOEDO,"Garay, Juan De Av. y Sanchez De Loria",1,-58.41178165,-34.63035454
348,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"Lavalle y Alem, Leandro N. Av.",1,-58.370488,-34.60189492
349,3,BALVANERA - SAN CRISTOBAL,Estados Unidos y Pichincha,1,-58.39883882,-34.61964833
350,6,CABALLITO,Rosario y Barco Centenera Del,1,-58.44110156,-34.62082399
351,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Av. Leandro N. Alem y Viamonte,1,-58.37093138,-34.59952725
352,7,FLORES - PARQUE CHACABUCO,Varela Av. y Primera Junta,1,-58.45855262,-34.63953253
353,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"Pellegrini, Carlos y Juncal",1,-58.38161909,-34.59283447
354,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Av. Corrientes y Av. Federico Lacroze,1,-58.45511899,-34.58698157
355,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"Montes De Oca, Manuel y Finochietto Enrique Dr.",1,-58.37724226,-34.62973033
356,7,FLORES - PARQUE CHACABUCO,"Carabobo Av. y Alberdi, Juan Bautista Av.",1,-58.45546217,-34.62930339
357,2,RECOLETA,"Córdoba Av. 2215

",1,-58.39897064,-34.59954925
358,3,BALVANERA - SAN CRISTOBAL,"Estados Unidos y Urquiza, Gral.",1,-58.40917826,-34.62126274
359,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Moreno y Av. Huergo,1,-58.36726348,-34.61099738
360,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"AU Dellepiane kilometro 0.0, altura calle Montiel, sentido hacia el Centro Porteño",1,-58.48267426,-34.68454456
361,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"Iriarte, Gral. Av. 3400",1,-58.39546165,-34.65168841
362,7,FLORES - PARQUE CHACABUCO,AV. JUAN B. ALBERDI 2968,1,-58.46941984,-34.63376545
363,14,PALERMO,Del Libertador Av. y Ortiz De Ocampo,1,-58.40367321,-34.58129246
364,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"Chavez, Jorge y Paz, Gral. Av.",1,-58.52932872,-34.65014993
365,3,BALVANERA - SAN CRISTOBAL,"Urquiza, Gral. y Estados Unidos",1,-58.40917826,-34.62126274
366,2,RECOLETA,Paraguay y Sánchez De Bustamante,1,-58.41264127,-34.59473294
