,COMUNAS,BARRIOS,LUGAR_DEL_HECHO,N_VICTIMAS,pos x,pos y
551,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,COMBATIENTES DE MALVINAS AV. Y TRIUNVITARO AV.,1,-58.47549929,-34.57994061
552,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,BERMUDEZ Y NOGOYA,1,-58.51398484,-34.61600366
553,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,BRASIL AV. Y PASEO COLON AV.,1,-58.36797542,-34.62519403
554,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"ALEM,LEANDRO N. AV. 770",1,-58.37133616,-34.59879316
555,3,BALVANERA - SAN CRISTOBAL,BELGRANO AV. Y RINCON,1,-58.39613805,-34.61413568
556,13,BELGRANO - COLEGIALES - NUÃ‘EZ,"UDAONDO, GUILLERMO AV. 901",1,-58.44903073,-34.54200276
557,5,ALMAGRO - BOEDO,CONSTITUCION Y CASTRO,1,-58.41972364,-34.6284667
558,3,BALVANERA - SAN CRISTOBAL,"PUEYRREDON AV. Y GOMEZ, VALENTIN",1,-58.40571596,-34.60557123
559,2,RECOLETA,"BRAVO, MARIO 1279",1,-58.4145159,-34.59488319
560,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.",1,-58.47297505,-34.66245085
561,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.",1,-58.35791192,-34.63695178
562,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,MURGUIONDO 1339,1,-58.50801713,-34.65177305
563,3,BALVANERA - SAN CRISTOBAL,RIVADAVIA AV. 2551,1,-58.40258477,-34.60975108
564,14,PALERMO,"LUGONES, LEOPOLDO AV. KM 6,1",1,,
565,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",1,-58.48267426,-34.68454456
566,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",1,-58.44248936,-34.60221948
567,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",1,-58.52909134,-34.63886726
568,6,CABALLITO,SAN MARTIN AV. 1550,1,-58.45158942,-34.6064658
569,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",1,-58.49344309,-34.65788529
570,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,CORRIENTES AV. Y SERRANO,1,-58.44259166,-34.59635137
571,13,BELGRANO - COLEGIALES - NUÃ‘EZ,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",1,-58.46743471,-34.53476874
572,3,BALVANERA - SAN CRISTOBAL,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",1,-58.41178158,-34.60922259
573,7,FLORES - PARQUE CHACABUCO,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",1,-58.45068621,-34.63638927
574,14,PALERMO,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",1,-58.42016954,-34.5877879
575,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",1,-58.43850413,-34.65554754
576,14,PALERMO,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",2,-58.40617526,-34.58345898
577,14,PALERMO,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",2,-58.40617526,-34.58345898
578,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,MURGUIONDO 2700,1,,
579,2,RECOLETA,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",1,-58.38526125,-34.5780581
580,7,FLORES - PARQUE CHACABUCO,"CURAPALIGUE Y PERON, EVA AV.",1,-58.4475047,-34.63491705
581,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",1,-58.46745752,-34.68192648
582,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"ALEM, LEANDRO N. AV. Y PARAGUAY",1,-58.37202621,-34.59717942
583,6,CABALLITO,LA PLATA AV. E INDEPENDENCIA,1,-58.42779702,-34.62207347
584,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",1,-58.46244952,-34.70524971
585,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,"NAZCA AV. Y CARRANZA, ADOLFO P.",1,-58.4844016,-34.60776782
586,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,AUTOPISTA CAMPORA ALTURA LACARRA AV.,1,-58.46668375,-34.65174801
587,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,DORREGO AV. 614,1,-58.4495878,-34.59322448
588,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462
589,14,PALERMO,SANTA FE AV. Y GODOY CRUZ,1,-58.42525456,-34.57866344
590,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,AVELLANEDA AV. Y MERCEDES,1,-58.48493828,-34.62981124
591,3,BALVANERA - SAN CRISTOBAL,TUCUMAN Y PUEYRREDON AV.,1,-58.40480504,-34.60183884
592,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO",1,-58.41125934,-34.6541774
593,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,INCLAN Y ALBERTI,1,-58.39956546,-34.6297708
594,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,OLAZABAL AV. 5437,1,-58.49005682,-34.5786897
595,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"PAZ, GRAL. AV. Y DOCTOR RAMON CARRILLO",1,-58.47064556,-34.69843756
596,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,"NAZCA AV. Y VIALE, LUIS",1,-58.4750156,-34.61945902
597,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,"OLIVERA AV. Y FALCON, RAMON L., CNEL.",1,-58.48727942,-34.63652467
598,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,BRASIL 1100,1,-58.3795169,-34.62794241
599,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"HOMERO Y PERON, EVA AV.",1,-58.47750832,-34.65672199
600,13,BELGRANO - COLEGIALES - NUÃ‘EZ,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",1,-58.44927253,-34.54048625
601,3,BALVANERA - SAN CRISTOBAL,MORENO 1845,1,-58.39246272,-34.61253541
602,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,NUEVA YORK Y ALTA GRACIA,2,-58.52783814,-34.61047001
603,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,NUEVA YORK Y ALTA GRACIA,2,-58.52783814,-34.61047001
604,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"PAZ, GRAL. AV. Y GOYENECHE, ROBERTO PARQUE AV.",1,-58.49332664,-34.54836855
605,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,AUTOPISTA PERITO MORENO ALTURA ESTACION DE TREN VILLA LURO,1,-58.50178784,-34.63593897
606,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,SAENZ AV. Y BEAZLEY,1,-58.41657793,-34.65476216
607,2,RECOLETA,DEL LIBERTADOR AV. Y AUSTRIA,1,-58.39731474,-34.58307887
608,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"INDEPENDENCIA AV. Y SAENZ PEÑA, LUIS, PRES.",1,-58.38746381,-34.61790839
609,2,RECOLETA,"CALLAO AV. Y LAS HERAS, GENERAL",1,-58.39189441,-34.59176378
610,7,FLORES - PARQUE CHACABUCO,SAN PEDRITO AV. Y DIRECTORIO AV.,1,-58.46749188,-34.63551751
611,3,BALVANERA - SAN CRISTOBAL,"JUJUY AV. Y CARLOS, CALVO",1,-58.40280471,-34.62113271
612,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,27 DE FEBRERO AV. Y ESCALADA AV.,1,-58.44451316,-34.68475866
613,7,FLORES - PARQUE CHACABUCO,BOGOTA Y NAZCA AV.,1,-58.47110424,-34.62742408
614,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,CORRIENTES AV. Y 9 DE JULIO AV.,1,-58.38220928,-34.60373898
615,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,ALVAREZ JONTE AV. Y CHIVILCOY,1,-58.49794468,-34.61565025
616,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,SAN MARTIN AV. Y PUNTA ARENAS,2,-58.47220945,-34.60111373
617,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,SAN MARTIN AV. Y PUNTA ARENAS,2,-58.47220945,-34.60111373
618,7,FLORES - PARQUE CHACABUCO,BARCO CENTENERA DEL 1118,1,-58.43706741,-34.63217813
619,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"PAZ, GRAL. AV. Y ACCESO NORTE - PANAMERICANA",1,-58.49332664,-34.54836855
620,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,AU FRONDIZI KM. 3,1,-58.37960727,-34.62622851
621,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"CASTRO, EMILIO AV. Y MURGUIONDO",1,-58.51061062,-34.64972472
622,7,FLORES - PARQUE CHACABUCO,"AU 25 DE MAYO KM. 3,7",1,-58.43052224,-34.62941648
623,5,ALMAGRO - BOEDO,CASEROS AV. Y GUARANI,1,-58.41455544,-34.63866836
624,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"PERON, EVA AV. 3800",1,-58.46774439,-34.64730145
625,14,PALERMO,AU ILLIA y SARMIENTO AV.,1,-58.40786274,-34.56726817
626,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,DE LOS CONSTITUYENTES AV. Y GIRIBONE,1,-58.48744301,-34.58622275
627,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"SAENZ AV. Y RABANAL, FRANCISCO, INTENDENTE AV.",1,-58.41657793,-34.65476216
628,6,CABALLITO,PAYSANDU Y GAONA,1,-58.45351111,-34.61134937
629,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV. ",1,-58.5007381,-34.5497951
630,2,RECOLETA,SANTA FE AV. 1675,1,-58.39144148,-34.59564871
631,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,AU DELLEPIANE Y GUAMINI,1,-58.48191128,-34.68385968
632,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,"FALCON, RAMON L., CNEL. Y OLIVERA AV.",1,-58.48727942,-34.63652467
633,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,SAN MARTIN AV. Y NOGOYA,1,-58.48328708,-34.59779521
634,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,SAN MARTIN AV. Y TINOGASTA,1,-58.49018543,-34.5972499
635,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y DE LA TORRE, LISANDRO",1,-58.47230127,-34.68482689
636,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,SALTA Y CASEROS AV.,1,-58.38262614,-34.63168269
637,3,BALVANERA - SAN CRISTOBAL,"JAURES, JEAN Y PERON, JUAN DOMINGO, TTE. GENERAL",1,-58.41047268,-34.60793518
638,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"TRIUNVIRATO AV. Y LARRALDE, CRISOLOGO AV.",1,-58.49659234,-34.56353635
639,5,ALMAGRO - BOEDO,POTOSI Y GASCON,1,-58.42462955,-34.60727189
640,3,BALVANERA - SAN CRISTOBAL,"YRIGOYEN, HIPOLITO Y  24 DE NOVIEMBRE",1,-58.41168345,-34.61185625
641,13,BELGRANO - COLEGIALES - NUÃ‘EZ,DEL LIBERTADOR AV. Y ROOSEVELT FRANKLIN D.,1,-58.45157681,-34.55217303
642,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"AU BUENOS AIRES LA PLATA  KM 4,5",1,,
643,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"PERON, EVA AV. y PIEDRA BUENA AV",1,-58.49573651,-34.67006054
644,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"PAZ, GRAL. AV. y DELLEPIANE, LUIS, TTE. GRAL",1,-58.48695354,-34.68795245
645,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"AU FRONDIZI ALTURA QUINQUELA MARTIN, BENITO",1,-58.37562539,-34.64449357
646,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"PAZ, GRAL. AV. y DONADO",1,-58.49491054,-34.54795581
647,7,FLORES - PARQUE CHACABUCO,"COREA AV. y TORRES Y TENORIO, PRES",1,-58.44147621,-34.64357704
648,7,FLORES - PARQUE CHACABUCO,"FALCON, RAMON L., CNEL. Y SAN PEDRITO AV.",1,-58.46899119,-34.63215432
649,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,FINOCHIETTO ENRIQUE DR. 1623,1,-58.38685612,-34.63455776
650,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,9 DE JULIO AV. E INDEPENDENCIA AV.,1,-58.38113667,-34.61765323
651,13,BELGRANO - COLEGIALES - NUÃ‘EZ,"AU CANTILO Y GUIRALDES, INT.",1,-58.44112678,-34.54538956
652,5,ALMAGRO - BOEDO,AU 25 DE MAYO ALTURA BAJADA BOEDO AV.,1,-58.41595919,-34.62743346
653,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"ALCORTA, AMANCIO AV. y ZAVALETA",1,-58.40184094,-34.64546845
654,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"JANER, ANA MARIA Y LAFUENTE AV.",1,-58.44642231,-34.65679806
655,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,"PAZ, GRAL. AV. Y MOSCONI GENERAL AV.",1,-58.52340614,-34.59798754
656,13,BELGRANO - COLEGIALES - NUÃ‘EZ,"MONROE Y BALBIN, RICARDO, DR. AV.",1,-58.46649069,-34.56219075
657,14,PALERMO,"JUSTO, JUAN B. AV. Y SANTA FE AV.",1,-58.42653328,-34.57816791
658,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"OLIDEN Y ALBERDI, JUAN BAUTISTA AV.",1,-58.50407099,-34.65303372
659,13,BELGRANO - COLEGIALES - NUÃ‘EZ,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",1,-58.46743471,-34.53476874
660,14,PALERMO,DEL LIBERTADOR AV. Y CASARES AV.,1,-58.40986646,-34.5772806
661,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,RIVADAVIA AV. 10900,1,-58.51739138,-34.63931792
662,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"ALBERDI, JUAN BAUTISTA AV. Y PILAR",1,-58.50719962,-34.65556223
663,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"PERON, EVA AV. Y ACOSTA, MARIANO",1,-58.46712311,-34.64600222
664,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,AU FRONDIZI Y SUAREZ AV.,1,-58.37709334,-34.64035082
665,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,EL CANO AV. Y GUZMAN AV.,1,-58.46033141,-34.58569883
666,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"VEDIA, AGUSTIN DE Y RABANAL, FRANCISCO, INTENDENTE AV.",1,-58.42190745,-34.65633192
667,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,CAPDEVILLA Y CONGRESO AV.,1,-58.49026573,-34.5698141
668,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",1,-58.45410344,-34.66902702
669,13,BELGRANO - COLEGIALES - NUÃ‘EZ,DEL LIBERTADOR AV. 5958,1,-58.44751621,-34.55719892
670,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,27 DE FEBRERO AV. Y EREZCANO AV.,1,-58.42040352,-34.66005171
671,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"PAZ, GRAL. AV. 14723",1,-58.49530249,-34.68010798
672,15,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,CORRIENTES AV. 5783,1,-58.44399875,-34.5947736
673,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,TABARE Y EREZCANO,1,-58.42759813,-34.65463857
674,3,BALVANERA - SAN CRISTOBAL,CORRIENTES AV. Y PUEYRREDOR AV.,1,-58.40547222,-34.60456293
675,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"CORRALES Y MORENO, PERITO AV.",1,-58.42473018,-34.6500828
676,2,RECOLETA,"AU ILLIA KM 3.2, ALTURA CABINAS DE PEAJE",1,-58.39257023,-34.57563957
677,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,AV. GRAL. PAZ Y VEDIA,1,-58.48941042,-34.54596153
678,3,BALVANERA - SAN CRISTOBAL,"GARAY, JUAN DE AV. 2269",1,-58.3964074,-34.62783085
679,5,ALMAGRO - BOEDO,"SALGUERO, JERONIMO Y RIVADAVIA AV.",1,-58.41971993,-34.6111224
680,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,"MORENO, PERITO AV. Y ALCORTA, AMANCIO AV.",1,-58.40544588,-34.65012801
681,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,LA PLATA AV. 2723,1,-58.42003882,-34.64645957
682,7,FLORES - PARQUE CHACABUCO,"ALBERDI, JUAN BAUTISTA AV. 2906",1,-58.46851293,-34.63348678
683,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,"PAZ, GRAL. AV. Y TONELERO",1,-58.52931141,-34.65422917
684,6,CABALLITO,Av. SAN JUAN Y AV. LA PLATA,1,-58.42675754,-34.6269973
685,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Av. LOPE DE VEGA Y AV. GRAL. PAZ,1,-58.52933723,-34.61098186
686,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,"AU FRONDIZI KM 2,9 (ALTURA BRASIL)",1,-58.37910943,-34.62764718
687,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,"BEIRO, FRANCISCO AV. 5071",1,-58.52161176,-34.61164474
688,14,PALERMO,AV. SANTA FE 3428,1,-58.41354692,-34.5869768
689,8,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,"CHILAVERT, MARTINIANO, CORONEL Y VARELA AV.",1,-58.43960781,-34.65470804
690,3,BALVANERA - SAN CRISTOBAL,SAN LUIS 2730,1,-58.4045461,-34.60003693
691,2,RECOLETA,CALLAO AV. Y PARAGUAY,1,-58.39303911,-34.59871111
692,2,RECOLETA,"DEL LIBERTADOR AV. Y AGOTE, LUIS DR.",1,-58.39391034,-34.58405348
693,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV.",1,-58.5007381,-34.5497951
694,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,SALTA Y BRASIL,1,-58.38281301,-34.62786038
695,7,FLORES - PARQUE CHACABUCO,"MORENO, PERITO AV. 2152",1,-58.43980799,-34.65094083
696,6,CABALLITO,DIRECTORIO AV. 1169,1,-58.44402387,-34.62933109
697,6,CABALLITO,INDEPENDENCIA AV. Y LA PLATA AV.,1,-58.42779702,-34.62207347
698,3,BALVANERA - SAN CRISTOBAL,TUCUMAN 3112,1,-58.40944147,-34.60097942
699,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,ARENALES Y 9 DE JULIO AV.,1,-58.38277479,-34.5943016
700,4,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,AU FRONDIZI SUBIDA BRANDSEN,1,-58.37627355,-34.63800916
701,3,BALVANERA - SAN CRISTOBAL,AU 25 DE MAYO KM7 (ALTURA PASCO),1,-58.39591856,-34.62453459
702,13,BELGRANO - COLEGIALES - NUÃ‘EZ,CABILDO AV. Y OLAZABAL,1,-58.45829717,-34.56015762
703,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,TAPALQUE Y BRUIX AV.,1,-58.49142611,-34.64584795
704,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,PADRE CARLOS MUJICA 709,1,-58.37976155,-34.58679619
705,12,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,"PAZ, GRAL. AV. Y EZEIZA",1,-58.51271409,-34.57786555
706,6,CABALLITO,RIVADAVIA AV. Y PUAN,1,-58.44864864,-34.62352826
707,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,ESMERALDA 1359,1,-58.37795815,-34.59167894
708,13,BELGRANO - COLEGIALES - NUÃ‘EZ,AV. MOROE Y 3 DE FEBRERO,1,-58.45531707,-34.55555257
709,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,AV. GAONA 3655,1,-58.47633683,-34.62140594
710,1,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,AV. 9 DE JULIO Y LAVALLE,1,-58.38188582,-34.60256036
711,10,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,BAIGORRIA Y VICTOR HUGO,1,-58.51989389,-34.62284918
712,3,BALVANERA - SAN CRISTOBAL,AV. RIVADAVIA Y AV. PUEYRREDON,1,-58.4059686,-34.61011987
713,7,FLORES - PARQUE CHACABUCO,AV. RIESTRA Y MOM,1,-58.43353773,-34.64561636
714,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,AU DELLEPIANE Y LACARRA,1,-58.46739825,-34.65117757
715,11,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,AV. GAONA Y TERRADA,1,-58.47293407,-34.61984745
716,9,LINIERS - MATADEROS - PARQUE AVELLANEDA,AV. EVA PERON 4071,1,-58.47066794,-34.65021673
